"","D0N","D1N","J1N","D0S","D1S","J1S","D0L","D1L","J1L"
"CRUK0009",1.61360243142518,1.60489677895162,0.992195348539353,3.68820587499563,3.49650793693103,0.972474135241541,1.78224467517751,1.76573152565852,0.986570591461023
"CRUK0054",1.98807096566907,1.76492996466083,0.828241680217781,1.98807096566907,1.76492996466083,0.828241680217781,1.98807096566907,1.76492996466083,0.828241680217781
"CRUK0075",1.87549077969482,1.87549077969482,1,1.94494607870557,1.93927490973018,0.997342002864545,1.87549077969482,1.87549077969482,1
"CRUK0270",2.02033478811813,2.01166604430938,0.996604385596978,2.30497133264555,2.18622403049239,0.975781530467529,2.06238099169489,2.04960114060535,0.996214913027328
"CRUK0296",1.85865750141337,1.75247697790537,0.915134545428498,2.49453424158358,2.25552660612752,0.897915692091836,1.85865750141337,1.75247697790537,0.915134545428498
"CRUK0097",2.00144331424129,1.82787085571402,0.87117214479684,2.32276372440843,2.11873802192882,0.895088715786761,2.04015201595438,1.87028257606873,0.881128910266381
"CRUK0087",1.99153873231471,1.79421645956642,0.849470413604618,1.99207402200234,1.79500678652451,0.850180822003663,1.99234120266306,1.79469775311249,0.849276158358688
"CRUK0064",1.62565342981426,1.59768955031534,0.974967378468438,2.69270068061415,2.55511071724435,0.950698189749393,1.67510244647091,1.64248859960769,0.971634025852079
"CRUK0245",1.99796760975124,1.77101746287129,0.826045242726581,2.02167715172634,1.79102054393672,0.827851337630616,2.00020201206798,1.77236977802631,0.825724914601839
"CRUK0201",1.99864615149417,1.99756943298784,0.999222576232805,2.00511915946138,2.00187863236247,0.998527747872818,1.99932296117747,1.99801976433366,0.999059317241685
"CRUK0056",1.8354238911453,1.7383073069561,0.921569859822655,2.72588764843359,2.48992407814942,0.916904687288226,2.01300636622926,1.89174310633022,0.911988222686853
"CRUK0074",1.92116380899571,1.92104007212153,0.99990707699001,2.18114442170193,2.1753877536294,0.997594440746368,1.92538270241694,1.92517065255696,0.999841101652917
"CRUK0022",1.8395075790359,1.81192801181905,0.978206017590733,2.56198928369703,2.50099942210483,0.975496097026414,1.93085011397682,1.89874428967443,0.977046147182066
"CRUK0260",1.86807431068492,1.69407002729398,0.858941666594743,2.49274641742582,2.19476007360428,0.893548896622539,2.022017065803,1.79637234378666,0.832653079593633
"CRUK0218",1.00400222942125,1.00386058935207,0.999796456785965,1.04234870912736,1.0282010895847,0.984894221347442,1.00475343602591,1.00456455326441,0.999728763465434
"CRUK0244",2.93639084727993,2.74419990901846,0.937960282388993,2.95479123088706,2.75834790797904,0.937348981125125,2.93639084741482,2.74419990911643,0.937960282374231
"CRUK0299",1.79574849253784,1.731076611854,0.947084270700662,2.51040442809249,2.34985730570564,0.94172356936942,1.91290378119128,1.84205822385138,0.945554354775436
"CRUK0246",1.07012833326107,1.06616745368698,0.994650227836452,1.95423206809172,1.75804356923711,0.91936866113131,1.14126904079748,1.13457187664859,0.991509078405871
"CRUK0331",3.78334470417994,3.31911635999456,0.900445817841112,4.28696734610484,3.70422444832119,0.899317617678338,3.80771679857112,3.33760599024026,0.899196308968249
"CRUK0369",1.94943343285785,1.84713384880571,0.936871475027886,3.38535378934504,2.99996027357438,0.925085344611541,2.23199036407859,2.03463299498119,0.899102039685886
"CRUK0379",1.87706990864728,1.24987478514205,0.413544320876543,1.90938792879072,1.26500886695493,0.415910586538906,1.87734661816018,1.2500580000852,0.413543125016606
"CRUK0303",1.07957039900496,1.05738684725026,0.970045961511224,1.44116864378242,1.36526229072515,0.974880212910605,1.10772103097626,1.07422625003501,0.960276008067312
"CRUK0350",1.00691409465522,1.00683230064529,0.999882801714409,1.0812246542808,1.07428398825528,0.995470730578348,1.00738848574704,1.00726688830929,0.999825848109908
"CRUK0384",1.69341284570199,1.5520125635522,0.874206498146457,4.78684032058568,4.25355694963715,0.916773700490098,1.91328165070249,1.72159915344328,0.849159331538051
"CRUK0337",1.97309649576748,1.97264949783258,0.999673125584988,2.06057204603526,2.05526703405674,0.998084352813839,1.98567849438434,1.9849260985152,0.999453243063223
"CRUK0311",1.99164275053201,1.62616804958457,0.708030297549491,2.8203454256907,2.15341283400061,0.704695310555142,2.11114924351858,1.7087313119357,0.70345411472567
"CRUK0409",2.97345151601531,2.7160072498091,0.917964761692441,3.08314842742877,2.79524928322847,0.915750945807005,2.99073354520888,2.72664848329973,0.916304635429843
"CRUK0408",1.98900210115562,1.96683311840415,0.984320375085485,2.13159317543306,2.08321668127496,0.975725380736918,2.00004820857415,1.97684519824895,0.98410062163564
"CRUK0488",1.92618114009247,1.92618114009247,1,2.42572648332811,2.29177200699227,0.964956950764237,1.99807287211454,1.99110113630622,0.994957302491153
"CRUK0401",1.98567088651597,1.60525941953811,0.693959212572852,2.23073349406516,1.79762827470393,0.706498667501921,2.04825056893542,1.64957518445603,0.691819015102142
"CRUK0413",1.09989188159171,1.09330211412515,0.991330403536768,1.82767137731083,1.62923236090733,0.889164985071046,1.120004325745,1.11248539542432,0.990282092321551
"CRUK0441",1.45536311953061,1.44460491007696,0.989295822249843,3.14695623697333,3.10163862154156,0.989144289330804,1.5370620423977,1.52428438926006,0.987956695344826
"CRUK0431",1.99600755065497,1.97169521013663,0.982319375107713,1.99600755065497,1.97169521013663,0.982319375107713,1.99600755065497,1.97169521013663,0.982319375107713
"CRUK0451",2.88073353895374,2.38003613521812,0.825161864214576,3.13988282072473,2.55420345742732,0.813816046100477,2.93526918137886,2.41402047783822,0.820940877004328
"CRUK0402",2.88831841961021,2.77770056031049,0.963595689403172,3.25627208148051,3.06804732098704,0.953730683171503,2.95053435045171,2.83535434965287,0.962932058118895
"CRUK0416",1.62514442635292,1.56837974357765,0.948706978006369,6.22044919182208,5.12318218412854,0.894925009050651,2.00637922295017,1.89408531121887,0.922635552003341
"CRUK0428",1.96337718857984,1.96336244294402,0.999989164824938,2.09357574546221,2.09062213448343,0.998945302221455,1.99580859514364,1.99578224428217,0.999980951826634
"CRUK0453",1.98140750515567,1.93094814634678,0.962783800820483,2.0430150847898,1.98938409779354,0.962558859512181,1.99865240599156,1.9469672532373,0.962201030277758
"CRUK0597",1.86805696125429,1.81404861709756,0.957674674352726,3.02889239170934,2.7698835244213,0.929965348772333,2.10001212351359,2.02756131456348,0.953120890743514
"CRUK0537",1.99156482382605,1.99156482382605,1,1.99156482382605,1.99156482382605,1,1.99156482382605,1.99156482382605,1
"CRUK0530",1.65256218352756,1.62418800682712,0.975014081131501,2.30318850289678,2.20281067371429,0.965451037956302,1.73274887327856,1.69097162778246,0.964789873146011
"CRUK0549",2.99301034539034,2.12117693460244,0.686569910928721,3.01623281777643,2.1365414541086,0.687153474689394,2.99664234024477,2.12329379973097,0.686433348885876
"CRUK0504",1.00685249667087,1.00667388799636,0.999744053167991,1.04420764942069,1.03642939883021,0.995192987302484,1.00870471013391,1.00844977386194,0.999635332543755
"CRUK0520",1.03514869958437,1.03514869958437,1,1.99309799246746,1.87180333080743,0.911078637044187,1.03514869958437,1.03514869958437,1
"CRUK0553",1.95787805848772,1.9499113097923,0.994117592492791,2.35555013263867,2.21836994706645,0.964346996755532,2.02112502519856,1.99958413713989,0.988318680097747
"CRUK0692",1.87685195654912,1.71546698020317,0.870286499863367,1.92777557657022,1.76061008342359,0.871323273026581,1.87718273186892,1.71576365986156,0.870281746339163
"CRUK0679",1.01490536435083,1.01369493492254,0.998766318293505,1.16925097775544,1.0912781800551,0.95641186441595,1.02004969054045,1.01844728622023,0.998284442251492
"CRUK0709",1.03265946159203,1.02603832094913,0.990749239152937,1.46123010298243,1.31535908472775,0.901347845714079,1.07306811561965,1.06114081353618,0.984553426052194
"CRUK0753",1.67798094944669,1.6777532494668,0.999804214748347,3.16120969506711,2.95618807134134,0.959342696501457,1.82684868203102,1.81730045398412,0.992439819413723
"CRUK0730",1.81266610994317,1.77523241377942,0.969894707355857,2.74484183448945,2.38315364002569,0.858813500802227,1.82981540369806,1.78712107791672,0.965939267446408
"CRUK0707",1.00466067072293,1.00465231983441,0.999988008054968,1.24313401962242,1.18530140532746,0.961310539298757,1.00472785953707,1.00471934791561,0.999987778057548
"CRUK0177",1.95961734839946,1.92374628184845,0.973346569263429,2.07738698310988,2.02743150411159,0.971550427454562,1.97828816828473,1.94071150334331,0.972333077757336
"CRUK0373",3.62447540600014,3.40516366282251,0.9549759703909,4.46371881712629,4.12980077658195,0.948468446571576,3.80608966203819,3.55414912229486,0.949422564021939
"CRUK0088",1.99397869020877,1.86408528146977,0.90281787283134,1.99675132211564,1.86658622197622,0.902839759253516,1.99397869020877,1.86408528146977,0.90281787283134
"CRUK0046",1.00201206379059,1.00158869006041,0.999390298515485,1.02027993690643,1.01019941174956,0.989412632428391,1.00201206379059,1.00158869006041,0.999390298515485
"CRUK0099",2.98670930759325,2.82049773452841,0.947756958433226,2.99428934480419,2.82695014070242,0.947693183901897,2.98931221208325,2.82286860603107,0.947712403524233
"CRUK0086",1.02224075690065,1.02217574029727,0.999908238725893,1.11222079490771,1.08673482830733,0.978899651178231,1.02224075690065,1.02217574029727,0.999908238725893
"CRUK0272",1.92837761856448,1.59576847634931,0.726863761390556,2.17527532516699,1.79741191739442,0.758679909930627,1.99548294024528,1.63577536513964,0.713893169707836
"CRUK0368",1.76446335655673,1.56443355706675,0.826433693788702,2.68055025289028,2.2181832448991,0.842812967836404,1.78842853497495,1.58460029615151,0.825947446562791
"CRUK0382",1.00098262511758,1.00098115940226,0.999997887494038,1.1650592138688,1.10000158757389,0.919226078547879,1.00098262511758,1.00098115940226,0.999997887494039
"CRUK0346",1.99309037944719,1.64131968764532,0.719849134131244,2.00927745040331,1.65645545944606,0.726422619305306,1.99535804614161,1.64221367695779,0.718994209660428
"CRUK0460",1.5893903146374,1.5271232107576,0.943313143922074,4.67312994287105,3.84939779253999,0.897876779672483,2.05353219287659,1.94011795913787,0.925843628054976
"CRUK0465",1.99138081886078,1.88249468245801,0.918876650513884,2.01030440247544,1.8985069974268,0.918472799278707,1.99138081886078,1.88249468245801,0.918876650513884
"CRUK0503",1,1,1,1,1,1,1,1,1
"CRUK0742",1.95104747389845,1.94824947155248,0.997929542244037,1.95104747389845,1.94824947155248,0.997929542244037,1.95104747389845,1.94824947155248,0.997929542244037
"CRUK0775",1.00673164854429,1.00616439839866,0.999186874061426,1.05977091395639,1.03907742320724,0.982099269780417,1.00841212417645,1.00774889667626,0.999050834680256
"CRUK0704_Tumour1",1.05555229094914,1.04229854350775,0.981770515042647,1.56633583852768,1.42340641108062,0.912690987086822,1.06898678807388,1.05308560417061,0.978378693752848
"CRUK0479",2.2102775343568,1.65727336055485,0.668629506771578,2.40008621273072,1.79584078297012,0.771845698099739,2.29631827500125,1.6617423618834,0.634398602889625
"CRUK0419",1.96413773182429,1.82080429696685,0.891202503799544,2.258407444586,2.06203561149995,0.890236376188926,2.022860017221,1.87069518300218,0.889935511397475
"CRUK0403",1.9891014589583,1.67713594585553,0.75388276988874,2.0746176520516,1.74311866057722,0.757649261946381,1.99568960990146,1.68174593909119,0.753133433968598
"CRUK0445",2.00488483183835,1.89315538722018,0.917749720369363,2.03120501996485,1.90957839477426,0.916011089760515,2.00865428128684,1.89614124288153,0.917680129797678
"CRUK0406",2.97909598520246,2.83201300115976,0.953546706368112,3.00999292344065,2.8607625837527,0.9540854111913,2.97909598520246,2.83201300115976,0.953546706368113
"CRUK0444",1.04365326665189,1.03966926823796,0.994482177709036,1.54989028084121,1.4275848682283,0.93856760026146,1.05063068582977,1.04575692176153,0.993291919973036
"CRUK0510",1.93279244870388,1.91757571253108,0.98859681818043,2.68666651790101,2.46988248689311,0.948648692187343,2.05203694986742,2.01671317799927,0.979425350244367
"CRUK0572",1.95174917786092,1.94927865584783,0.998172681413659,2.01860091356786,2.01326260978257,0.997589632525844,1.98734289155452,1.98329437725902,0.997058017075992
"CRUK0513",2.85635856610753,2.67314422068502,0.9385382131415,3.28067061315721,3.01360575127355,0.937006555571776,2.99950361314302,2.78813252539114,0.933080391452054
"CRUK0512",1.99067090829437,1.76847232609936,0.829931118829544,2.60262080076978,2.27954678604076,0.846276882536536,2.14045519876317,1.89350841089134,0.830613450347486
"CRUK0893",1.94905901982363,1.83751015181015,0.914974442743033,2.11106771640364,1.98268379107828,0.915391150314741,1.97328843781745,1.86035147226285,0.914973360550287
"CRUK0034",1.91696516603764,1.81841264787101,0.923855502451403,2.27803609414843,2.12572132610961,0.919128722003943,2.00129052577237,1.89494362578633,0.921573297396995
"CRUK0150",1.95999340079035,1.68040961637994,0.778027401119008,2.33883401670507,1.90656975945955,0.764256427589758,2.00591083175948,1.71117009918337,0.771791069913162
"CRUK0159",1.01097143270193,1.00918589695194,0.997595754871593,1.06734796935381,1.04937576895164,0.986865912781553,1.01189511733845,1.01000133942921,0.99744347910028
"CRUK0063",1.96898244903518,1.78957479664889,0.865870117834828,3.69499366247042,3.26738497777736,0.919362937875776,2.09244144984725,1.88897368721409,0.85841517384056
"CRUK0081",1.94217225925217,1.83992844176456,0.921978493289159,2.1499863971216,2.03022258140139,0.922164613882528,1.97176375467087,1.86557333518745,0.92013236653003
"CRUK0028",1.97384218685237,1.91931382524192,0.95958397688942,2.08701019039183,2.01202568943033,0.954659075055545,1.98034939072033,1.92478762828054,0.958944288868903
"CRUK0092",1,1,1,1,1,1,1,1,1
"CRUK0091",1,1,1,1,1,1,1,1,1
"CRUK0024",2.01193384334166,1.86660302235753,0.892219198900642,2.16703584823587,1.9913714910406,0.889989064318271,2.0492970690686,1.90069245296054,0.892039929936042
"CRUK0026",1.96097049813027,1.91220235114678,0.963667367783431,2.10734037913849,2.04828613429652,0.962311399602653,1.9962784990294,1.94651192130993,0.963578176610398
"CRUK0134",3.01692394743841,2.55152953206637,0.850065378824792,3.02094943342519,2.56184329832121,0.854509611387579,3.03058822570988,2.55833876965157,0.848646762776749
"CRUK0069",2.06863476575544,1.76467654748591,0.7920402984162,2.35391602235644,1.95980057434834,0.804042768846866,2.15696912570217,1.81785552678057,0.784718908110004
"CRUK0016",2.08294716912647,1.85124423872757,0.835617526440349,2.71781007592515,2.2210896761021,0.810053295258726,2.14226610685658,1.90468022612369,0.837295909121336
"CRUK0079",2.0346366907387,1.67554334282866,0.722510925914769,2.17257286816481,1.7720001828907,0.725213508660807,2.06105516234121,1.69759188594298,0.722927151282117
"CRUK0124",1,1,1,1,1,1,1,1,1
"CRUK0008",1.62355732630733,1.61920595498177,0.99612817522846,3.46124340181218,3.35990573733058,0.983201136969277,1.74806753002096,1.72941996380131,0.984527329444186
"CRUK0029",2.00920879978267,1.60352167135985,0.677390771689109,2.16233253397441,1.70577413509915,0.680124153281477,2.02112128194103,1.61243075119598,0.677485184689443
"CRUK0035",1.97476045005385,1.741324480999,0.818702531402478,2.09815206653759,1.83502588886201,0.819142504369144,1.97476045005385,1.741324480999,0.818702531402478
"CRUK0070",2.04749270158957,2.00069723878301,0.969337339724145,2.60088275643532,2.44181220605526,0.952222665634311,2.17198891348349,2.11818503478449,0.968012012975037
"CRUK0067",1.38413531482844,1.36125559008063,0.975952983900221,3.68064117082429,3.07119768068426,0.868387336538579,1.38717922423153,1.36307026479004,0.974705736814771
"CRUK0183",1.96679328760957,1.96583791850527,0.999299041164117,2.10045567367425,2.07975186422041,0.994723106542506,1.99936248549861,1.99771625775284,0.998811629746709
"CRUK0129",2.97419536165535,2.05656642965735,0.664350725357295,3.17122905700068,2.14377939278512,0.659805547622844,2.9768936578811,2.05806390949279,0.664317894308446
"CRUK0173",1.94178201537548,1.687167206242,0.797385827067491,2.54271647198207,2.18543859668725,0.838539211894957,2.07841601806292,1.78474750601632,0.786284666519821
"CRUK0059",1,1,1,1,1,1,1,1,1
"CRUK0002",1.54131748328631,1.43010430411904,0.891956311935985,5.89616399391453,4.31657990612932,0.774531580949467,1.8590189234658,1.5813931155704,0.766654593231913
"CRUK0118",1,1,1,1,1,1,1,1,1
"CRUK0142",1,1,1,1,1,1,1,1,1
"CRUK0115",1.58291944692549,1.53841047110955,0.959343391986908,2.12988666125914,2.04729281748217,0.958077035810788,1.63268204298199,1.58454300143542,0.958289073726461
"CRUK0041",1.9952088815839,1.75135425431782,0.811931141329517,1.9952088815839,1.75135425431782,0.811931141329516,1.9952088815839,1.75135425431782,0.811931141329516
"CRUK0049",1.0018787130728,1.00182497477252,0.999922615324998,1.0678486399458,1.05041394452518,0.986662755679721,1.0018787130728,1.00182497477252,0.999922615324998
"CRUK0006",1.21581653641496,1.19182038889676,0.971241287236557,3.7798707184822,3.62857557412959,0.970085104906557,1.22641514932518,1.20093567454835,0.969711455210341
"CRUK0048",1.93987210798913,1.93689837536068,0.997786719551308,2.06487562709605,2.05693094669828,0.996725610657801,1.9918065904258,1.98761935024155,0.996963927476802
"CRUK0019",1.92260389160561,1.91991323369852,0.997979553856415,2.22638829370253,2.20095786302508,0.990370270947874,1.96883726062363,1.96456910320239,0.996869048660333
"CRUK0232",1,1,1,1.08317466747795,1.05221324635888,0.958161213760899,1,1,1
"CRUK0242",1.99817072841023,1.81501053731148,0.86390864339064,3.27674904864703,2.88396881525941,0.89255061454212,2.20728121549284,2.01180122843848,0.874578348671696
"CRUK0247",1.9685466442847,1.92003547203244,0.964002067268223,2.10923085030715,2.05136132517588,0.965939398364199,1.99458413349927,1.94319003757103,0.962511303440712
"CRUK0372_Tumour1",1.68953656149376,1.66724663510411,0.980839966696958,2.41555822293371,2.31015319136263,0.954469014594487,1.68953656149376,1.66724663510411,0.980839966696958
"CRUK0315",1.00887958776108,1.00797761129081,0.99888184919608,1.05284473505421,1.03738390206189,0.990157437081699,1.00939790521272,1.00855528767228,0.999028658380696
"CRUK0344",1.29021347873798,1.28829890008814,0.997857560309729,4.13250574197139,3.62854979833335,0.895961508300429,1.41673560842191,1.40996858399092,0.993092470542383
"CRUK0322",1.36248025172048,1.32727264653103,0.962229438492653,4.32652825672704,4.11925402471615,0.969747937090362,1.61660284689045,1.53951920735017,0.929514573439201
"CRUK0333",1.98701689800166,1.89671316900466,0.943828940772164,3.18475480221897,2.99685578486047,0.964405162585631,2.1028035639878,2.00788844716863,0.955930407751128
"CRUK0349",1.98289391741494,1.88713139739159,0.952234757842071,5.37267353112024,4.78478607304668,0.928799380810691,2.33724988661099,2.2069353715459,0.946919216590137
"CRUK0314",1.98238889288732,1.90167385510509,0.940029829926785,1.99142328086155,1.9102295269263,0.940100649475152,1.98238889288732,1.90167385510509,0.940029829926785
"CRUK0319",1.71622084909214,1.69577779811936,0.982711926801089,2.52339816036927,2.42442717833778,0.964115916718516,1.76721333689353,1.74610968487639,0.982667975529077
"CRUK0324",1.98462333316499,1.9342128296139,0.962881328886203,2.05576482699794,1.99671344815924,0.961599867270415,1.98894836440525,1.93792195947666,0.962504651806541
"CRUK0487",2.00494793166641,1.9813701489935,0.983873914761547,2.09836851506309,2.04081933034001,0.977714547600994,2.01807130934958,1.99364736567707,0.984005533735719
"CRUK0420",1.04466423977167,1.03965679592415,0.994779694696635,1.46589754058401,1.30117282245119,0.898373367946435,1.06623756852358,1.05882983583011,0.993604916244704
"CRUK0496",1.9525072469867,1.94658961424582,0.995620859769393,2.90745447977796,2.53878048431339,0.914826125308571,1.98043784752629,1.96935943530647,0.993505686397591
"CRUK0407",2.10229959484466,1.77326896465435,0.761454092506985,2.38102246556583,1.88752410114174,0.747676014155628,2.12150987549638,1.78464661729579,0.76006705841358
"CRUK0579",1.02367312652007,1.0206271195335,0.997287485435738,1.0997454357667,1.07198681891109,0.982598293089851,1.02632463953349,1.02301669770886,0.997061474368849
"CRUK0514",1.67650989497408,1.65009347386646,0.977086753899019,2.85415422381953,2.77270661437889,0.975733433541555,1.82886564012199,1.78343694489399,0.963711119251033
"CRUK0525",1.88134535489225,1.88134535489225,1,1.88134535489225,1.88134535489225,1,1.88134535489225,1.88134535489225,1
"CRUK0566",1,1,1,1.00147051269481,1.00100422990203,0.999328127470833,1,1,1
"CRUK0565",1.01506735941842,1.01315972999849,0.998725074755861,1.18094994198736,1.05388900729146,0.919920962555059,1.0163195061675,1.01435218348703,0.998689124518968
"CRUK0519",1.94644108177954,1.82843681999954,0.912183533417923,3.79629386228236,3.38768879549346,0.921685463909239,2.1088684298558,1.96734376561335,0.910793759263776
"CRUK0557",1.96724942318739,1.63031787699635,0.729043324657714,2.26874198921171,1.84035563038685,0.739260554529732,2.02810641527509,1.66817155255791,0.721459367002159
"CRUK0559",1.99456116183685,1.87879511954777,0.914398557065514,2.24150287863091,2.0635988560584,0.922346725455257,2.04961963153826,1.91873698085622,0.908120700339314
"CRUK0516",2.05621410187246,1.93944025907275,0.936568070438921,2.70126858307058,2.45114565948923,0.930131032531442,2.16272839340291,1.96891961035567,0.898549916153407
"CRUK0596",1.06777005081949,1.05556423399759,0.986858627787977,1.36414205072519,1.29230287812121,0.972817214255805,1.07575619671163,1.06059755912056,0.984483549061091
"CRUK0587",1.24542765908647,1.23093737421876,0.98659450888816,5.37098555825979,2.95827868664478,0.667862586723723,1.24542765908647,1.23093737421876,0.98659450888816
"CRUK0548",1.71258872794886,1.71258872794886,1,3.22864599412624,3.03956112514297,0.963050893491185,1.99912821906423,1.98847853182261,0.992293980595573
"CRUK0521",1.93211101871753,1.77213309215411,0.875308964868948,2.07881170332021,1.86954214056037,0.867788940681914,1.93510386419442,1.77453722996935,0.875031839367014
"CRUK0589",1.96781535405861,1.50404889316525,0.6123341613845,2.21925718288911,1.61310076109907,0.599057601536163,2.00222162191705,1.51973018832555,0.602297745112627
"CRUK0684",1.95298848450884,1.93805680357175,0.989654099859902,2.45298453798371,2.34180350953967,0.967497572118781,2.07261854722085,2.04145394623185,0.984696229078135
"CRUK0667",1.13212220532523,1.12106743545542,0.992988608108285,1.60289291523035,1.39929684210303,0.920436706715611,1.14875803197599,1.13625956343764,0.99257013343593
"CRUK0633",1.68447970889525,1.6005594371321,0.926273202702855,5.95506402830185,4.43699251158797,0.830830385978326,2.1072450572279,1.93987327847326,0.888223624755693
"CRUK0687",1.75322442323566,1.69163117863375,0.948404374658369,2.6276218817653,2.49240841580086,0.95764807488777,1.84926634767109,1.7664722038562,0.933918018637731
"CRUK0628",1.61332364358577,1.54430527701881,0.936922089721462,2.90297589209276,2.43523466897638,0.828617842462543,1.67914041916187,1.59138771727365,0.922562487481341
"CRUK0606",1.92921223946572,1.7935505180744,0.895026820597116,2.30624483855616,2.05255031692825,0.879455654174212,2.00845111539562,1.85622668441693,0.887036660420477
"CRUK0640",3.95608663493371,3.79530114086424,0.973173915378088,6.01560752063818,5.57570341321797,0.962369750235422,4.66845610281174,4.43592919343501,0.965343872170122
"CRUK0644",2.85551019701283,2.44228881426876,0.857554971287998,3.06386062644114,2.62265916727149,0.87024166869831,2.97108730047125,2.52250999208304,0.850518067678252
"CRUK0636",1,1,1,1.00849032037302,1.00369828459125,0.993128418170029,1,1,1
"CRUK0655",1.96924559233007,1.9093687683814,0.955452719797806,2.01348558011244,1.94096304514219,0.950848285116105,1.96924559233007,1.9093687683814,0.955452719797806
"CRUK0649",1.99879811134507,1.9975249913476,0.999080793058149,2.00994441040582,2.00296056031203,0.996831731240747,1.9990985157792,1.99767246159192,0.998970488225127
"CRUK0634",1.93580960635509,1.90946560086939,0.984211002032955,5.75768680964727,4.52837748541736,0.862280047985013,2.04235895806873,2.00015493421253,0.973854442961647
"CRUK0731",1.94340155300725,1.94340155300725,1,2.169008283632,2.15154196519064,0.994395423446956,1.9967634007901,1.99097719551962,0.995813300636735
"CRUK0795",1.00071475034965,1.00071378472781,0.99999860789649,1.03880365475556,1.02933277192503,0.991366721945778,1.00072902202274,1.00072804414343,0.999998590245434
"CRUK0706",1.99624460038525,1.51021363191981,0.59780095577372,2.09373698166018,1.57202175229072,0.606874480052743,2.01446235794837,1.52223738474658,0.596478974869415
"CRUK0748",3.04799562649122,2.85301360862704,0.943058997626817,3.15455592836463,2.92826250685653,0.940291544523591,3.08169800892369,2.88292938498842,0.944139885994151
"CRUK0761",2.09142099135212,1.70974328301241,0.736154292851307,9.02134043297352,6.07631062592613,0.821943336469426,2.56439510650907,2.05960595314928,0.748330228883953
"CRUK0762",1.92945315242796,1.70404006142846,0.82087566170533,2.65952842433444,2.17797471886214,0.798625015796349,2.0354905613794,1.78797046021766,0.817632352505424
"CRUK0717",1.96742570370951,1.53711866968519,0.644208687500811,2.58148334727373,1.96034618366748,0.707444216983992,2.10415120573076,1.59915078370561,0.625593066026973
"CRUK0736",1.97427987242602,1.8051110977431,0.870767463574477,2.27332580493309,1.97194783448506,0.864386337212419,1.99933427334259,1.82067313303927,0.865225975187931
"CRUK0737",1.99138203529205,1.98374095606841,0.994453625357318,2.03760139165331,2.0127876986739,0.988847155780439,1.99535493338672,1.98624723300688,0.993399814175208
"CRUK0715",1.95760283917383,1.91506566151109,0.96830575950495,1.95760283917383,1.91506566151109,0.96830575950495,1.95760283917383,1.91506566151109,0.96830575950495
"CRUK0734",1.96559359777453,1.96559359777453,1,2.05478769621146,2.04240247584933,0.994779397120169,1.96559359777453,1.96559359777453,1
"CRUK0772",1.89082043645127,1.85515703865976,0.972528952956677,2.65456345432562,2.44780372674238,0.938670553634975,2.06092014687748,1.98103031413166,0.952605582381928
"CRUK0733",1.12432534796043,1.12197075525355,0.99722725929523,1.75727131157502,1.53365242566662,0.92073530864121,1.13765274693032,1.13507727340717,0.99724071089024
"CRUK0718",2.01394662776926,1.75524899948444,0.80614986134146,2.10640219177575,1.7827216020417,0.794919110389948,2.0199283760917,1.75899891757547,0.806016803572344
"CRUK0764",1.9602290892007,1.8758737121756,0.936540435889134,1.9602290892007,1.8758737121756,0.936540435889134,1.9602290892007,1.8758737121756,0.936540435889134
"CRUK0861",1,1,1,1.00807448751065,1.00386157860593,0.993958106552021,1,1,1
"CRUK0817",1.90680551139218,1.39811617321984,0.552720615451976,2.56708092551669,1.79698544075627,0.558493839695333,1.93290617196247,1.41507035222497,0.551336234985846
"CRUK0810",2.32550679195214,2.00716057876233,0.832395187745594,3.91616125421283,2.90733598643165,0.819412405150273,2.65836125732375,2.21763966181793,0.819015083104165
"CRUK0881_Tumour1",2.30072015727599,1.93916974221418,0.840083080806651,5.19570883216114,4.15833795998422,0.850175931796595,2.41945591674778,2.01187741267386,0.822486629283326
"CRUK0555_Tumour2",1.97734656837479,1.96739450387197,0.992759310230297,2.14904672896226,2.12984042673203,0.991529549387362,2.02071664170391,2.01019854235895,0.993241826922461
"CRUK0552",1.99686457801906,1.77074028248079,0.826665338560745,2.0937808258212,1.8331887789346,0.822546966976251,2.01020035449115,1.78221232274486,0.826492560969717
"CRUK0614",1.90871166698043,1.83387019995228,0.947497852450764,2.42477009073421,2.27901797726723,0.945294650962503,1.98363186466092,1.8830734583229,0.937600707864571
"CRUK0864",1.01470179895991,1.01466408763891,0.999961039642352,1.1025129168838,1.07506154038764,0.983470415425917,1.01531294913828,1.01526713770663,0.999949561702969
"CRUK0206",1,1,1,1,1,1,1,1,1
"CRUK0447",1.5522056951699,1.52575452876377,0.979602331346242,3.31040403820209,2.97515960346663,0.929368983322329,1.580928689621,1.54651415407235,0.975771408957352
"CRUK0250",1.00809686146182,1.00759507563876,0.999281711733675,1.0844325188148,1.07113906221589,0.989643258276988,1.00890485135225,1.00834389547473,0.99919763164084
"CRUK0495",2.12605857559818,1.84496634256774,0.843798520489837,6.14234588722344,5.03124446902509,0.890796928432674,2.76415081871494,2.309381836825,0.823594509294152
"CRUK0377",1.98672081646687,1.90433886305543,0.93890106602341,2.0402175098086,1.94997445787744,0.937633275744157,1.99766029587548,1.91460560190285,0.938735963349525
"CRUK0385",1.98865824133113,1.983822699628,0.996628242470329,2.22256834698887,2.17408406350763,0.98878842714984,2.05195999201558,2.04343209715496,0.996114846012915
