Parent	Child	CNA_gains	CNA_losses	SNVs	WGD	Truncal	tumour_id	is_clonal
40	41	13	15	68	FALSE	No	CRUKSIM266	FALSE
40	42	10	22	49	FALSE	No	CRUKSIM266	FALSE
39	1	9	20	95	FALSE	No	CRUKSIM266	FALSE
39	40	10	10	1	FALSE	No	CRUKSIM266	FALSE
31	32	17	20	50	TRUE	No	CRUKSIM266	FALSE
31	39	18	23	91	FALSE	No	CRUKSIM266	FALSE
28	29	12	23	1	FALSE	No	CRUKSIM266	FALSE
28	31	15	18	34	FALSE	No	CRUKSIM266	FALSE
45	22	11	23	29	FALSE	No	CRUKSIM266	FALSE
27	28	10	27	8	FALSE	No	CRUKSIM266	FALSE
27	45	21	20	22	TRUE	No	CRUKSIM266	FALSE
25	27	34	51	39	FALSE	No	CRUKSIM266	FALSE
48	25	80	50	100	FALSE	Yes	CRUKSIM266	TRUE
24	25	5	43	1	FALSE	No	CRUKSIM267	FALSE
31	32	3	22	100	FALSE	No	CRUKSIM267	FALSE
37	38	3	19	10	FALSE	No	CRUKSIM267	FALSE
39	2	0	16	55	FALSE	No	CRUKSIM267	FALSE
36	37	4	18	16	FALSE	No	CRUKSIM267	FALSE
36	39	2	24	54	FALSE	No	CRUKSIM267	FALSE
35	36	2	17	17	FALSE	No	CRUKSIM267	FALSE
34	35	4	18	19	FALSE	No	CRUKSIM267	FALSE
34	19	7	25	93	TRUE	No	CRUKSIM267	FALSE
30	31	5	25	53	FALSE	No	CRUKSIM267	FALSE
30	34	2	27	36	FALSE	No	CRUKSIM267	FALSE
29	30	4	31	57	FALSE	No	CRUKSIM267	FALSE
28	11	4	38	4	FALSE	No	CRUKSIM267	FALSE
28	29	8	24	58	FALSE	No	CRUKSIM267	FALSE
27	28	8	31	12	FALSE	No	CRUKSIM267	FALSE
41	42	2	44	38	FALSE	No	CRUKSIM267	FALSE
40	41	5	43	53	FALSE	No	CRUKSIM267	FALSE
26	27	2	30	37	FALSE	No	CRUKSIM267	FALSE
26	40	5	29	33	FALSE	No	CRUKSIM267	FALSE
23	24	7	46	76	FALSE	No	CRUKSIM267	FALSE
23	26	6	46	58	FALSE	No	CRUKSIM267	FALSE
44	23	22	77	220	FALSE	Yes	CRUKSIM267	TRUE
25	26	13	24	91	FALSE	No	CRUKSIM268	FALSE
25	18	17	32	67	FALSE	No	CRUKSIM268	FALSE
24	25	13	19	17	FALSE	No	CRUKSIM268	FALSE
22	23	11	23	1	FALSE	No	CRUKSIM268	FALSE
22	24	10	29	26	FALSE	No	CRUKSIM268	FALSE
32	4	17	30	48	FALSE	No	CRUKSIM268	FALSE
31	32	11	30	23	FALSE	No	CRUKSIM268	FALSE
34	2	15	19	267	FALSE	No	CRUKSIM268	FALSE
33	34	18	28	6	FALSE	No	CRUKSIM268	FALSE
30	31	16	24	49	FALSE	No	CRUKSIM268	FALSE
30	33	13	29	5	FALSE	No	CRUKSIM268	FALSE
29	30	13	24	25	FALSE	No	CRUKSIM268	FALSE
29	35	18	33	9	FALSE	No	CRUKSIM268	FALSE
28	29	20	27	46	FALSE	No	CRUKSIM268	FALSE
28	37	10	30	43	TRUE	No	CRUKSIM268	FALSE
21	22	14	28	151	FALSE	No	CRUKSIM268	FALSE
21	28	20	23	4	FALSE	No	CRUKSIM268	FALSE
20	21	21	38	22	FALSE	No	CRUKSIM268	FALSE
38	20	30	70	100	FALSE	Yes	CRUKSIM268	TRUE
18	19	35	36	74	FALSE	No	CRUKSIM269	FALSE
18	10	33	45	90	FALSE	No	CRUKSIM269	FALSE
24	25	20	19	62	FALSE	No	CRUKSIM269	FALSE
23	24	14	25	4	FALSE	No	CRUKSIM269	FALSE
22	23	11	29	107	FALSE	No	CRUKSIM269	FALSE
21	22	21	35	110	FALSE	No	CRUKSIM269	FALSE
28	15	20	24	13	FALSE	No	CRUKSIM269	FALSE
27	28	15	28	146	FALSE	No	CRUKSIM269	FALSE
29	30	22	21	105	TRUE	No	CRUKSIM269	FALSE
26	27	28	26	48	FALSE	No	CRUKSIM269	FALSE
26	29	25	28	11	FALSE	No	CRUKSIM269	FALSE
20	21	28	36	17	FALSE	No	CRUKSIM269	FALSE
20	26	20	36	7	FALSE	No	CRUKSIM269	FALSE
17	18	33	52	14	FALSE	No	CRUKSIM269	FALSE
17	20	35	40	92	FALSE	No	CRUKSIM269	FALSE
32	17	40	60	100	FALSE	Yes	CRUKSIM269	TRUE
23	24	1	10	9	FALSE	No	CRUKSIM270	FALSE
23	25	4	17	6	FALSE	No	CRUKSIM270	FALSE
27	28	0	25	67	FALSE	No	CRUKSIM270	FALSE
22	23	3	22	140	FALSE	No	CRUKSIM270	FALSE
22	27	6	30	67	FALSE	No	CRUKSIM270	FALSE
31	2	3	20	35	TRUE	No	CRUKSIM270	FALSE
30	31	6	17	48	FALSE	No	CRUKSIM270	FALSE
29	30	1	21	18	FALSE	No	CRUKSIM270	FALSE
21	22	4	26	54	FALSE	No	CRUKSIM270	FALSE
21	29	4	21	28	FALSE	No	CRUKSIM270	FALSE
36	14	8	33	8	FALSE	No	CRUKSIM270	FALSE
35	36	3	27	113	FALSE	No	CRUKSIM270	FALSE
34	35	9	24	1	FALSE	No	CRUKSIM270	FALSE
33	16	9	31	28	FALSE	No	CRUKSIM270	FALSE
33	34	6	29	48	FALSE	No	CRUKSIM270	FALSE
32	33	4	35	19	FALSE	No	CRUKSIM270	FALSE
20	21	13	20	215	FALSE	No	CRUKSIM270	FALSE
20	32	4	32	86	FALSE	No	CRUKSIM270	FALSE
38	20	22	55	110	FALSE	Yes	CRUKSIM270	TRUE
23	24	6	16	11	FALSE	No	CRUKSIM271	FALSE
23	8	4	20	65	FALSE	No	CRUKSIM271	FALSE
25	26	5	31	5	TRUE	No	CRUKSIM271	FALSE
22	23	5	35	24	FALSE	No	CRUKSIM271	FALSE
22	25	6	28	59	FALSE	No	CRUKSIM271	FALSE
20	22	9	33	4	FALSE	No	CRUKSIM271	FALSE
31	7	5	10	148	FALSE	No	CRUKSIM271	FALSE
30	31	3	20	30	FALSE	No	CRUKSIM271	FALSE
33	2	3	13	42	TRUE	No	CRUKSIM271	FALSE
32	33	6	15	24	FALSE	No	CRUKSIM271	FALSE
29	30	1	12	57	FALSE	No	CRUKSIM271	FALSE
29	32	2	12	7	FALSE	No	CRUKSIM271	FALSE
28	29	1	16	72	FALSE	No	CRUKSIM271	FALSE
28	34	6	14	18	FALSE	No	CRUKSIM271	FALSE
27	28	5	19	154	FALSE	No	CRUKSIM271	FALSE
19	20	6	23	49	FALSE	No	CRUKSIM271	FALSE
19	27	7	33	31	FALSE	No	CRUKSIM271	FALSE
36	19	20	50	200	FALSE	Yes	CRUKSIM271	TRUE
21	22	20	32	97	FALSE	No	CRUKSIM272	FALSE
21	25	14	25	22	FALSE	No	CRUKSIM272	FALSE
26	10	23	30	39	FALSE	No	CRUKSIM272	FALSE
20	21	18	30	6	FALSE	No	CRUKSIM272	FALSE
20	26	17	24	9	FALSE	No	CRUKSIM272	FALSE
31	11	9	34	26	FALSE	No	CRUKSIM272	FALSE
30	31	7	25	79	FALSE	No	CRUKSIM272	FALSE
30	16	17	27	36	FALSE	No	CRUKSIM272	FALSE
32	33	20	21	125	FALSE	No	CRUKSIM272	FALSE
29	30	16	23	67	FALSE	No	CRUKSIM272	FALSE
29	32	13	22	25	FALSE	No	CRUKSIM272	FALSE
34	17	16	21	165	FALSE	No	CRUKSIM272	FALSE
28	29	21	32	13	FALSE	No	CRUKSIM272	FALSE
28	34	14	22	64	TRUE	No	CRUKSIM272	FALSE
27	28	15	33	46	FALSE	No	CRUKSIM272	FALSE
19	20	11	35	58	FALSE	No	CRUKSIM272	FALSE
19	27	13	37	3	TRUE	No	CRUKSIM272	FALSE
36	19	33	77	220	FALSE	Yes	CRUKSIM272	TRUE
29	18	17	28	28	FALSE	No	CRUKSIM273	FALSE
31	33	6	22	15	FALSE	No	CRUKSIM273	FALSE
35	1	5	11	26	FALSE	No	CRUKSIM273	FALSE
34	8	10	12	36	FALSE	No	CRUKSIM273	FALSE
34	35	6	13	133	TRUE	No	CRUKSIM273	FALSE
30	31	11	19	38	FALSE	No	CRUKSIM273	FALSE
30	34	13	19	131	FALSE	No	CRUKSIM273	FALSE
28	29	9	19	68	FALSE	No	CRUKSIM273	FALSE
28	30	19	19	26	FALSE	No	CRUKSIM273	FALSE
36	2	9	23	2	FALSE	No	CRUKSIM273	FALSE
27	28	14	17	45	FALSE	No	CRUKSIM273	FALSE
27	36	14	12	52	FALSE	No	CRUKSIM273	FALSE
26	27	14	18	1	FALSE	No	CRUKSIM273	FALSE
25	26	16	15	18	FALSE	No	CRUKSIM273	FALSE
25	37	9	25	42	FALSE	No	CRUKSIM273	FALSE
41	42	21	28	28	FALSE	No	CRUKSIM273	FALSE
40	41	16	26	70	FALSE	No	CRUKSIM273	FALSE
39	40	18	25	40	FALSE	No	CRUKSIM273	FALSE
24	25	18	31	107	FALSE	No	CRUKSIM273	FALSE
24	39	20	20	29	FALSE	No	CRUKSIM273	FALSE
23	24	59	102	145	FALSE	No	CRUKSIM273	FALSE
44	23	36	72	120	FALSE	Yes	CRUKSIM273	TRUE
20	12	4	36	16	FALSE	No	CRUKSIM274	FALSE
19	20	9	43	29	FALSE	No	CRUKSIM274	FALSE
19	21	5	51	9	FALSE	No	CRUKSIM274	FALSE
24	25	3	35	56	TRUE	No	CRUKSIM274	FALSE
23	3	3	26	13	FALSE	No	CRUKSIM274	FALSE
23	24	3	22	68	FALSE	No	CRUKSIM274	FALSE
18	19	5	57	60	FALSE	No	CRUKSIM274	FALSE
18	23	7	45	300	FALSE	No	CRUKSIM274	FALSE
17	18	10	33	5	FALSE	No	CRUKSIM274	FALSE
27	28	6	44	60	FALSE	No	CRUKSIM274	FALSE
27	29	7	41	111	TRUE	No	CRUKSIM274	FALSE
26	27	8	30	4	FALSE	No	CRUKSIM274	FALSE
16	17	4	59	23	FALSE	No	CRUKSIM274	FALSE
16	26	6	38	46	FALSE	No	CRUKSIM274	FALSE
30	16	20	80	200	FALSE	Yes	CRUKSIM274	TRUE
27	15	7	22	5	FALSE	No	CRUKSIM275	FALSE
26	8	15	21	43	FALSE	No	CRUKSIM275	FALSE
26	27	15	22	4	FALSE	No	CRUKSIM275	FALSE
25	26	10	25	13	FALSE	No	CRUKSIM275	FALSE
24	25	16	21	15	FALSE	No	CRUKSIM275	FALSE
24	2	14	20	31	FALSE	No	CRUKSIM275	FALSE
33	34	11	22	72	FALSE	No	CRUKSIM275	FALSE
35	36	8	8	1	FALSE	No	CRUKSIM275	FALSE
32	33	6	14	8	FALSE	No	CRUKSIM275	FALSE
32	35	10	15	28	FALSE	No	CRUKSIM275	FALSE
31	32	14	14	125	FALSE	No	CRUKSIM275	FALSE
28	29	21	16	7	TRUE	No	CRUKSIM275	FALSE
28	31	23	30	63	FALSE	No	CRUKSIM275	FALSE
23	24	27	30	79	FALSE	No	CRUKSIM275	FALSE
23	28	20	27	59	FALSE	No	CRUKSIM275	FALSE
41	21	29	47	40	FALSE	No	CRUKSIM275	FALSE
41	19	26	43	40	FALSE	No	CRUKSIM275	FALSE
40	41	25	38	79	FALSE	No	CRUKSIM275	FALSE
22	23	24	51	165	FALSE	No	CRUKSIM275	FALSE
22	40	31	42	3	FALSE	No	CRUKSIM275	FALSE
42	22	44	66	220	FALSE	Yes	CRUKSIM275	TRUE
21	22	15	52	137	FALSE	No	CRUKSIM276	FALSE
20	21	19	40	90	FALSE	No	CRUKSIM276	FALSE
28	1	12	24	21	FALSE	No	CRUKSIM276	FALSE
29	4	7	23	54	FALSE	No	CRUKSIM276	FALSE
27	28	12	26	65	FALSE	No	CRUKSIM276	FALSE
27	29	9	17	176	FALSE	No	CRUKSIM276	FALSE
26	27	13	16	132	FALSE	No	CRUKSIM276	FALSE
26	30	9	30	13	FALSE	No	CRUKSIM276	FALSE
25	26	14	25	72	FALSE	No	CRUKSIM276	FALSE
31	32	21	30	4	TRUE	No	CRUKSIM276	FALSE
24	25	10	26	114	FALSE	No	CRUKSIM276	FALSE
24	31	11	41	74	FALSE	No	CRUKSIM276	FALSE
23	24	9	48	33	FALSE	No	CRUKSIM276	FALSE
19	20	21	43	39	FALSE	No	CRUKSIM276	FALSE
19	23	20	48	51	FALSE	No	CRUKSIM276	FALSE
18	19	14	51	5	FALSE	No	CRUKSIM276	FALSE
34	18	24	60	120	FALSE	Yes	CRUKSIM276	TRUE
26	27	10	36	70	TRUE	No	CRUKSIM277	FALSE
29	5	14	32	23	FALSE	No	CRUKSIM277	FALSE
29	30	8	23	146	FALSE	No	CRUKSIM277	FALSE
28	29	6	25	34	FALSE	No	CRUKSIM277	FALSE
25	26	11	36	126	FALSE	No	CRUKSIM277	FALSE
25	28	14	36	118	FALSE	No	CRUKSIM277	FALSE
23	24	8	31	140	FALSE	No	CRUKSIM277	FALSE
23	25	9	25	6	FALSE	No	CRUKSIM277	FALSE
22	23	9	40	74	FALSE	No	CRUKSIM277	FALSE
32	18	13	50	59	FALSE	No	CRUKSIM277	FALSE
31	32	13	58	1	FALSE	No	CRUKSIM277	FALSE
21	22	16	47	95	FALSE	No	CRUKSIM277	FALSE
21	31	10	49	6	FALSE	No	CRUKSIM277	FALSE
35	6	16	44	37	FALSE	No	CRUKSIM277	FALSE
20	21	17	52	3	FALSE	No	CRUKSIM277	FALSE
20	35	10	44	17	FALSE	No	CRUKSIM277	FALSE
19	20	32	128	125	FALSE	No	CRUKSIM277	FALSE
36	19	24	84	120	FALSE	Yes	CRUKSIM277	TRUE
27	16	13	36	13	FALSE	No	CRUKSIM278	FALSE
26	27	12	26	29	FALSE	No	CRUKSIM278	FALSE
31	32	5	34	198	FALSE	No	CRUKSIM278	FALSE
31	33	7	30	2	FALSE	No	CRUKSIM278	FALSE
30	31	10	31	1	FALSE	No	CRUKSIM278	FALSE
28	29	18	36	61	FALSE	No	CRUKSIM278	FALSE
28	30	18	31	51	FALSE	No	CRUKSIM278	FALSE
25	26	16	37	14	FALSE	No	CRUKSIM278	FALSE
25	28	20	33	108	FALSE	No	CRUKSIM278	FALSE
34	35	24	35	184	FALSE	No	CRUKSIM278	FALSE
24	25	13	31	25	FALSE	No	CRUKSIM278	FALSE
24	34	12	48	129	TRUE	No	CRUKSIM278	FALSE
42	4	20	40	30	FALSE	No	CRUKSIM278	FALSE
41	42	19	36	3	TRUE	No	CRUKSIM278	FALSE
40	41	24	37	16	FALSE	No	CRUKSIM278	FALSE
39	40	10	40	24	FALSE	No	CRUKSIM278	FALSE
39	43	14	35	14	FALSE	No	CRUKSIM278	FALSE
37	38	15	40	6	FALSE	No	CRUKSIM278	FALSE
37	39	19	28	71	FALSE	No	CRUKSIM278	FALSE
23	24	17	51	80	FALSE	No	CRUKSIM278	FALSE
23	37	18	41	21	FALSE	No	CRUKSIM278	FALSE
44	23	36	84	120	FALSE	Yes	CRUKSIM278	TRUE
26	17	6	41	117	FALSE	No	CRUKSIM279	FALSE
22	23	7	44	23	FALSE	No	CRUKSIM279	FALSE
22	26	9	50	28	FALSE	No	CRUKSIM279	FALSE
28	29	8	40	58	TRUE	No	CRUKSIM279	FALSE
27	28	3	35	40	TRUE	No	CRUKSIM279	FALSE
21	22	15	43	89	FALSE	No	CRUKSIM279	FALSE
21	27	8	40	123	FALSE	No	CRUKSIM279	FALSE
33	4	10	50	52	FALSE	No	CRUKSIM279	FALSE
34	10	12	48	38	FALSE	No	CRUKSIM279	FALSE
32	33	7	46	3	FALSE	No	CRUKSIM279	FALSE
32	34	10	41	68	FALSE	No	CRUKSIM279	FALSE
31	32	14	51	55	FALSE	No	CRUKSIM279	FALSE
31	35	15	41	24	FALSE	No	CRUKSIM279	FALSE
36	37	11	35	113	FALSE	No	CRUKSIM279	FALSE
30	31	10	56	13	FALSE	No	CRUKSIM279	FALSE
30	36	12	50	50	TRUE	No	CRUKSIM279	FALSE
20	21	8	26	68	TRUE	No	CRUKSIM279	FALSE
20	30	11	55	28	FALSE	No	CRUKSIM279	FALSE
38	20	44	88	110	FALSE	Yes	CRUKSIM279	TRUE
20	21	7	35	133	FALSE	No	CRUKSIM280	FALSE
18	19	8	33	75	FALSE	No	CRUKSIM280	FALSE
18	20	9	27	97	FALSE	No	CRUKSIM280	FALSE
26	1	3	27	5	FALSE	No	CRUKSIM280	FALSE
25	26	8	28	10	TRUE	No	CRUKSIM280	FALSE
24	25	4	15	7	FALSE	No	CRUKSIM280	FALSE
30	31	2	15	31	FALSE	No	CRUKSIM280	FALSE
29	30	4	15	15	FALSE	No	CRUKSIM280	FALSE
28	29	1	15	112	FALSE	No	CRUKSIM280	FALSE
27	28	4	21	193	FALSE	No	CRUKSIM280	FALSE
23	24	5	27	67	FALSE	No	CRUKSIM280	FALSE
23	27	13	25	8	FALSE	No	CRUKSIM280	FALSE
22	23	7	26	72	FALSE	No	CRUKSIM280	FALSE
17	18	13	40	43	FALSE	No	CRUKSIM280	FALSE
17	22	11	36	122	FALSE	No	CRUKSIM280	FALSE
32	17	11	55	110	FALSE	Yes	CRUKSIM280	TRUE
24	3	25	20	9	FALSE	No	CRUKSIM281	FALSE
23	24	15	18	29	FALSE	No	CRUKSIM281	FALSE
22	23	21	34	19	FALSE	No	CRUKSIM281	FALSE
21	22	26	24	36	TRUE	No	CRUKSIM281	FALSE
20	21	25	28	85	FALSE	No	CRUKSIM281	FALSE
27	7	15	25	57	FALSE	No	CRUKSIM281	FALSE
26	27	14	28	66	FALSE	No	CRUKSIM281	FALSE
26	29	10	22	27	FALSE	No	CRUKSIM281	FALSE
34	16	14	22	174	FALSE	No	CRUKSIM281	FALSE
33	34	16	26	84	FALSE	No	CRUKSIM281	FALSE
32	33	15	14	9	FALSE	No	CRUKSIM281	FALSE
31	10	15	27	11	FALSE	No	CRUKSIM281	FALSE
31	32	22	27	90	TRUE	No	CRUKSIM281	FALSE
25	26	17	27	20	FALSE	No	CRUKSIM281	FALSE
25	31	19	19	20	FALSE	No	CRUKSIM281	FALSE
19	20	38	32	18	FALSE	No	CRUKSIM281	FALSE
19	25	20	34	126	FALSE	No	CRUKSIM281	FALSE
36	19	88	66	220	FALSE	Yes	CRUKSIM281	TRUE
26	27	2	15	93	FALSE	No	CRUKSIM282	FALSE
25	26	6	17	3	FALSE	No	CRUKSIM282	FALSE
24	25	3	12	58	FALSE	No	CRUKSIM282	FALSE
23	24	4	14	2	TRUE	No	CRUKSIM282	FALSE
22	23	6	14	87	FALSE	No	CRUKSIM282	FALSE
22	29	3	26	1	FALSE	No	CRUKSIM282	FALSE
31	4	5	27	14	FALSE	No	CRUKSIM282	FALSE
21	22	6	21	107	FALSE	No	CRUKSIM282	FALSE
21	31	4	19	53	FALSE	No	CRUKSIM282	FALSE
35	5	5	32	25	FALSE	No	CRUKSIM282	FALSE
34	35	4	29	23	TRUE	No	CRUKSIM282	FALSE
37	1	5	17	106	FALSE	No	CRUKSIM282	FALSE
36	37	5	32	63	FALSE	No	CRUKSIM282	FALSE
33	34	5	30	78	FALSE	No	CRUKSIM282	FALSE
33	36	10	17	48	FALSE	No	CRUKSIM282	FALSE
32	33	3	18	5	FALSE	No	CRUKSIM282	FALSE
20	21	1	32	16	FALSE	No	CRUKSIM282	FALSE
20	32	3	28	18	FALSE	No	CRUKSIM282	FALSE
38	20	20	50	200	FALSE	Yes	CRUKSIM282	TRUE
27	18	7	14	2	FALSE	No	CRUKSIM283	FALSE
26	27	3	16	7	FALSE	No	CRUKSIM283	FALSE
35	22	4	9	36	FALSE	No	CRUKSIM283	FALSE
34	35	4	14	71	FALSE	No	CRUKSIM283	FALSE
33	34	3	14	4	TRUE	No	CRUKSIM283	FALSE
32	33	7	16	3	FALSE	No	CRUKSIM283	FALSE
31	32	2	12	52	FALSE	No	CRUKSIM283	FALSE
30	31	6	22	26	FALSE	No	CRUKSIM283	FALSE
29	30	2	22	77	FALSE	No	CRUKSIM283	FALSE
25	26	2	14	50	FALSE	No	CRUKSIM283	FALSE
25	29	2	26	48	FALSE	No	CRUKSIM283	FALSE
40	1	4	12	58	FALSE	No	CRUKSIM283	FALSE
38	40	3	13	115	FALSE	No	CRUKSIM283	FALSE
42	43	2	16	11	FALSE	No	CRUKSIM283	FALSE
42	8	1	16	75	FALSE	No	CRUKSIM283	FALSE
37	38	10	14	50	FALSE	No	CRUKSIM283	FALSE
37	42	5	16	22	FALSE	No	CRUKSIM283	FALSE
44	45	2	13	7	FALSE	No	CRUKSIM283	FALSE
36	37	7	22	35	FALSE	No	CRUKSIM283	FALSE
36	44	3	15	42	FALSE	No	CRUKSIM283	FALSE
24	25	5	15	23	FALSE	No	CRUKSIM283	FALSE
24	36	6	19	86	FALSE	No	CRUKSIM283	FALSE
46	24	10	50	100	FALSE	Yes	CRUKSIM283	TRUE
26	4	16	14	12	FALSE	No	CRUKSIM284	FALSE
31	3	13	7	15	FALSE	No	CRUKSIM284	FALSE
29	31	11	17	74	FALSE	No	CRUKSIM284	FALSE
28	29	5	14	27	FALSE	No	CRUKSIM284	FALSE
27	28	14	22	47	FALSE	No	CRUKSIM284	FALSE
25	26	10	21	73	FALSE	No	CRUKSIM284	FALSE
25	27	21	16	100	FALSE	No	CRUKSIM284	FALSE
34	35	19	18	15	FALSE	No	CRUKSIM284	FALSE
33	34	9	20	8	FALSE	No	CRUKSIM284	FALSE
32	33	16	20	71	FALSE	No	CRUKSIM284	FALSE
32	37	10	15	10	FALSE	No	CRUKSIM284	FALSE
24	25	16	27	14	FALSE	No	CRUKSIM284	FALSE
24	32	13	19	12	FALSE	No	CRUKSIM284	FALSE
40	10	14	22	60	FALSE	No	CRUKSIM284	FALSE
42	43	13	17	20	FALSE	No	CRUKSIM284	FALSE
41	42	14	19	52	FALSE	No	CRUKSIM284	FALSE
39	40	9	19	1	FALSE	No	CRUKSIM284	FALSE
39	41	13	19	30	FALSE	No	CRUKSIM284	FALSE
38	39	14	18	21	TRUE	No	CRUKSIM284	FALSE
23	24	26	21	64	FALSE	No	CRUKSIM284	FALSE
23	38	22	23	74	FALSE	No	CRUKSIM284	FALSE
44	23	80	60	200	FALSE	Yes	CRUKSIM284	TRUE
37	7	3	27	57	FALSE	No	CRUKSIM285	FALSE
37	3	2	26	147	FALSE	No	CRUKSIM285	FALSE
40	14	4	27	6	FALSE	No	CRUKSIM285	FALSE
38	39	4	29	12	FALSE	No	CRUKSIM285	FALSE
38	40	1	28	33	FALSE	No	CRUKSIM285	FALSE
36	37	5	22	36	FALSE	No	CRUKSIM285	FALSE
36	38	4	29	4	FALSE	No	CRUKSIM285	FALSE
35	36	7	24	10	FALSE	No	CRUKSIM285	FALSE
32	33	5	40	89	FALSE	No	CRUKSIM285	FALSE
32	35	4	46	55	FALSE	No	CRUKSIM285	FALSE
42	2	2	24	3	FALSE	No	CRUKSIM285	FALSE
41	42	3	24	27	FALSE	No	CRUKSIM285	FALSE
31	32	3	25	19	FALSE	No	CRUKSIM285	FALSE
31	41	7	35	131	FALSE	No	CRUKSIM285	FALSE
29	31	3	38	75	TRUE	No	CRUKSIM285	FALSE
27	29	7	40	40	FALSE	No	CRUKSIM285	FALSE
26	27	4	54	45	FALSE	No	CRUKSIM285	FALSE
25	26	6	82	47	FALSE	No	CRUKSIM285	FALSE
24	25	7	70	5	FALSE	No	CRUKSIM285	FALSE
24	12	10	65	81	FALSE	No	CRUKSIM285	FALSE
23	24	16	98	38	FALSE	No	CRUKSIM285	FALSE
44	23	12	96	240	FALSE	Yes	CRUKSIM285	TRUE
20	21	19	37	40	FALSE	No	CRUKSIM286	FALSE
20	23	20	29	72	FALSE	No	CRUKSIM286	FALSE
19	20	13	35	34	TRUE	No	CRUKSIM286	FALSE
17	18	15	38	9	FALSE	No	CRUKSIM286	FALSE
17	19	21	33	5	FALSE	No	CRUKSIM286	FALSE
26	9	19	22	84	FALSE	No	CRUKSIM286	FALSE
25	26	16	30	57	FALSE	No	CRUKSIM286	FALSE
28	29	17	25	81	FALSE	No	CRUKSIM286	FALSE
27	28	22	28	111	FALSE	No	CRUKSIM286	FALSE
27	14	26	32	37	FALSE	No	CRUKSIM286	FALSE
24	25	20	32	108	FALSE	No	CRUKSIM286	FALSE
24	27	21	43	67	FALSE	No	CRUKSIM286	FALSE
16	17	24	29	120	FALSE	No	CRUKSIM286	FALSE
16	24	40	41	55	FALSE	No	CRUKSIM286	FALSE
30	16	33	66	220	FALSE	Yes	CRUKSIM286	TRUE
27	13	4	18	29	FALSE	No	CRUKSIM287	FALSE
28	29	3	13	29	FALSE	No	CRUKSIM287	FALSE
26	27	3	13	7	FALSE	No	CRUKSIM287	FALSE
26	28	5	18	183	FALSE	No	CRUKSIM287	FALSE
24	25	5	21	39	FALSE	No	CRUKSIM287	FALSE
24	26	3	19	98	FALSE	No	CRUKSIM287	FALSE
22	24	4	17	28	FALSE	No	CRUKSIM287	FALSE
32	15	5	16	48	FALSE	No	CRUKSIM287	FALSE
33	34	4	19	13	TRUE	No	CRUKSIM287	FALSE
31	32	3	17	30	FALSE	No	CRUKSIM287	FALSE
31	33	5	22	105	FALSE	No	CRUKSIM287	FALSE
30	31	7	15	78	FALSE	No	CRUKSIM287	FALSE
21	22	5	26	16	FALSE	No	CRUKSIM287	FALSE
21	30	6	26	20	FALSE	No	CRUKSIM287	FALSE
37	18	3	15	27	FALSE	No	CRUKSIM287	FALSE
36	37	7	21	26	FALSE	No	CRUKSIM287	FALSE
20	21	12	31	61	FALSE	No	CRUKSIM287	FALSE
20	36	6	23	63	FALSE	No	CRUKSIM287	FALSE
38	20	10	50	100	FALSE	Yes	CRUKSIM287	TRUE
24	14	12	31	76	FALSE	No	CRUKSIM288	FALSE
23	24	16	26	30	FALSE	No	CRUKSIM288	FALSE
23	25	15	32	61	FALSE	No	CRUKSIM288	FALSE
22	23	18	30	58	FALSE	No	CRUKSIM288	FALSE
21	22	24	43	2	FALSE	No	CRUKSIM288	FALSE
21	18	14	23	34	FALSE	No	CRUKSIM288	FALSE
20	21	21	39	33	FALSE	No	CRUKSIM288	FALSE
31	17	22	30	55	FALSE	No	CRUKSIM288	FALSE
31	32	16	31	27	FALSE	No	CRUKSIM288	FALSE
29	31	13	26	10	FALSE	No	CRUKSIM288	FALSE
33	34	16	37	259	FALSE	No	CRUKSIM288	FALSE
33	4	10	32	33	FALSE	No	CRUKSIM288	FALSE
28	29	14	35	12	FALSE	No	CRUKSIM288	FALSE
28	33	17	19	211	TRUE	No	CRUKSIM288	FALSE
27	28	18	24	32	TRUE	No	CRUKSIM288	FALSE
19	20	11	31	4	FALSE	No	CRUKSIM288	FALSE
19	27	31	27	23	FALSE	No	CRUKSIM288	FALSE
36	19	36	84	240	FALSE	Yes	CRUKSIM288	TRUE
29	30	22	11	6	FALSE	No	CRUKSIM289	FALSE
28	29	14	18	55	FALSE	No	CRUKSIM289	FALSE
31	6	15	8	11	FALSE	No	CRUKSIM289	FALSE
27	28	18	22	2	FALSE	No	CRUKSIM289	FALSE
27	31	13	18	80	FALSE	No	CRUKSIM289	FALSE
32	10	23	21	37	FALSE	No	CRUKSIM289	FALSE
26	27	23	21	43	FALSE	No	CRUKSIM289	FALSE
26	32	25	17	5	FALSE	No	CRUKSIM289	FALSE
34	2	13	14	21	FALSE	No	CRUKSIM289	FALSE
34	35	15	18	48	FALSE	No	CRUKSIM289	FALSE
33	34	6	13	77	FALSE	No	CRUKSIM289	FALSE
25	26	22	25	2	FALSE	No	CRUKSIM289	FALSE
25	33	19	19	168	TRUE	No	CRUKSIM289	FALSE
42	13	24	24	110	FALSE	No	CRUKSIM289	FALSE
41	42	21	16	9	FALSE	No	CRUKSIM289	FALSE
40	41	24	33	4	FALSE	No	CRUKSIM289	FALSE
39	40	20	10	22	FALSE	No	CRUKSIM289	FALSE
